id,Insult,Comment,tokens
138,1,"""oh look we have a little troll named igraymatter67.  hey libfucktard, why don't you go and perform an impossible act!!!""","['``', 'oh', 'look', 'little', 'troll', 'named', 'igraymatter67', '.', 'hey', 'libfucktard', ',', ""n't"", 'go', 'perform', 'impossible', 'act', '!', '!', '!', ""''""]"
139,0,"""if you are a hikker gps logger ii would be a gps tracking of choice...""","['``', 'hikker', 'gps', 'logger', 'ii', 'would', 'gps', 'tracking', 'choice', '...', ""''""]"
140,1,""" i don't care how you feel, i don't care what you think about me ... i am, in fact, the rational one in this conversation and you continued display of stupidity is more evidence of your blind allegiance to true source of ""change"" you poltroons think we need - is marxism. you idiots are plunging headlong to your own destruction and laughing and cheering about it, you a pitiful, pathetic spectacle ...""","['``', '\\xa0i', ""n't"", 'care', 'feel', ',', ""n't"", 'care', 'think', '...', ',', 'fact', ',', 'rational', 'one', 'conversation', 'continued', 'display', 'stupidity', 'evidence', 'blind', 'allegiance', 'true', 'source', '``', 'change', ""''"", 'poltroons', 'think', 'need', '-', 'marxism', '.', 'idiots', 'plunging', 'headlong', 'destruction', 'laughing', 'cheering', ',', 'pitiful', ',', 'pathetic', 'spectacle', '...', ""''""]"
141,0,"""i don't get your meaning. would you explain?""","['``', ""n't"", 'get', 'meaning', '.', 'would', 'explain', '?', ""''""]"
142,1,"""you mean perfect* but you're stupid, how can you hate white people on the bases of 2 bitches being stupid??""","['``', 'mean', 'perfect', '*', ""'re"", 'stupid', ',', 'hate', 'white', 'people', 'bases', '2', 'bitches', 'stupid', '?', '?', ""''""]"
143,0,"""so could your comment""","['``', 'could', 'comment', ""''""]"
144,0,"""you are amazing randy g!""","['``', 'amazing', 'randy', 'g', '!', ""''""]"
145,1,"""stop trolling boy. you're embarrassing beantown.""","['``', 'stop', 'trolling', 'boy', '.', ""'re"", 'embarrassing', 'beantown', '.', ""''""]"
146,0,"""yes, but you are not sure if you have anyone better than manningham.""","['``', 'yes', ',', 'sure', 'anyone', 'better', 'manningham', '.', ""''""]"
147,1,"""just like the guys said...

another fake job.  wincey fraudy woods!!""","['``', 'like', 'guys', 'said', '...', '\\n\\nanother', 'fake', 'job', '.', 'wincey', 'fraudy', 'woods', '!', '!', ""''""]"
148,1,"""you are dumb""","['``', 'dumb', ""''""]"
149,0,"""just because you are attracted to other races, doesn't mean you worship them ""","['``', 'attracted', 'races', ',', ""n't"", 'mean', 'worship', '``']"
150,0,"""you truly don't know what your talking about. ""","['``', 'truly', ""n't"", 'know', 'talking', 'about.', '``']"
151,0,"""one of you is""","['``', 'one', ""''""]"
152,0,"""lebron can suck a dick""","['``', 'lebron', 'suck', 'dick', ""''""]"
153,1,""" the murder victim was not impaired. just because you have drugs in your system does not mean you are impaired and the store manager did not think the murder victim was impaired. you are lying scum""","['``', '\\xa0the', 'murder', 'victim', 'impaired', '.', 'drugs', 'system', 'mean', 'impaired', 'store', 'manager', 'think', 'murder', 'victim', 'impaired', '.', 'lying', 'scum', ""''""]"
154,1,"""and worse yet....you are ugly and old""","['``', 'worse', 'yet', '....', 'ugly', 'old', ""''""]"
155,0,"""you're so cute.  ""","['``', ""'re"", 'cute.', '``']"
156,0,"""nakedness should only be allowed in the streets by girls / women aged between 17yrs old  - 28yrs old..  no fat girls...  and no ugly girls...  :-)  lol""","['``', 'nakedness', 'allowed', 'streets', 'girls', '/', 'women', 'aged', '17yrs', 'old\\xa0', '-', '28yrs', 'old', '..', '\\xa0', 'fat', 'girls', '...', '\\xa0', 'ugly', 'girls', '...', '\\xa0', ':', '-', ')', '\\xa0', 'lol', ""''""]"
157,1,"""you dnt like lil b? that's a first, you're a faggot.""","['``', 'dnt', 'like', 'lil', 'b', '?', ""'s"", 'first', ',', ""'re"", 'faggot', '.', ""''""]"
158,1,"""you are such an idi0t3.""","['``', 'idi0t3', '.', ""''""]"
159,0,"""it's because you slide so damn much""","['``', ""'s"", 'slide', 'damn', 'much', ""''""]"
160,1,"""who's the dumb one, uh you! grow up!""","['``', ""'s"", 'dumb', 'one', ',', 'uh', '!', 'grow', '!', ""''""]"
161,0,"""and you'd be wrong too.""","['``', ""'d"", 'wrong', '.', ""''""]"
162,0,"""no but you are.  keep crying about that ghost that ain't there.""","['``', '.', 'keep', 'crying', 'ghost', 'ai', ""n't"", '.', ""''""]"
163,1,"""or not listen to a racist like you.""","['``', 'listen', 'racist', 'like', '.', ""''""]"
164,0,"""you're smart.""","['``', ""'re"", 'smart', '.', ""''""]"
165,1,"""shut the fuck up chiodo you know nothing about soccer""","['``', 'shut', 'fuck', 'chiodo', 'know', 'nothing', 'soccer', ""''""]"
166,1,""" as usual you are clueless.... ""","['``', '\\xa0as', 'usual', 'clueless', '....', '``']"
167,0,"""at first i hated you, now i kinda like your comments, if you are kidding is good for me, and if you truly believe that is even better, i like all points of view and all personalities, and yours is certainly unique.""","['``', 'first', 'hated', ',', 'kinda', 'like', 'comments', ',', 'kidding', 'good', ',', 'truly', 'believe', 'even', 'better', ',', 'like', 'points', 'view', 'personalities', ',', 'certainly', 'unique', '.', ""''""]"
168,1,"""bitch you were just callin all hispanics mexican? what do you mean grandpa lips thats rascist as hell. o lawwdddd i'm gonna have you lookin hard in the mirror after all this""","['``', 'bitch', 'callin', 'hispanics', 'mexican', '?', 'mean', 'grandpa', 'lips\\xa0thats', 'rascist', 'hell', '.', 'lawwdddd', ""'m"", 'gon', 'na', 'lookin', 'hard', 'mirror', ""''""]"
169,1,"""as usual, pure hogwash no matter how many fake names you use. you thick or what? wacko was moron. you lying loser fall into another league.  you don't read well do you? you were taught the truth about wacko's not so giving charities that were nothing but a front. as usual, idiot, uou ignore the truth and post pure lies about the dead pedophile. ""","['``', 'usual', ',', 'pure', 'hogwash', 'matter', 'many', 'fake', 'names', 'use', '.', 'thick', '?', 'wacko', 'moron', '.', 'lying', 'loser', 'fall', 'another', 'league', '.', ""n't"", 'read', 'well', '?', 'taught', 'truth', 'wacko', ""'s"", 'giving', 'charities', 'nothing', 'front', '.', 'usual', ',', 'idiot', ',', 'uou', 'ignore', 'truth', 'post', 'pure', 'lies', 'dead', 'pedophile.', '``']"
170,0,"""is it possible for you to focus?""","['``', 'possible', 'focus', '?', ""''""]"
171,0,"""i hate-faggots and god hates-faggots:

what's the difference between a fag and a refrigerator?refrigerators don't fart when you put the meat in. ""","['``', 'hate-faggots', 'god', 'hates-faggots', ':', '\\n\\nwhat', ""'s"", 'difference', 'fag', 'refrigerator', '?', 'refrigerators', ""n't"", 'fart', 'put', 'meat', 'in.\\xa0', ""''""]"
172,0,"""you said over on nadal because of clay ""","['``', 'said', 'nadal', 'clay', '``']"
173,0,"""you are a law student.""","['``', 'law', 'student', '.', ""''""]"
174,0,""" hite people are fucking animals, all the evil and dirty shit y'all do, but y'all pic every little thing a black person does and try to make us look bad when y'all do the most crazy dumb and the most evil shit everyday!!""","['``', '\\xa0hite', 'people', 'fucking', 'animals', ',', 'evil', 'dirty', 'shit', ""y'all"", ',', ""y'all"", 'pic', 'every', 'little', 'thing', 'black', 'person', 'try', 'make', 'us', 'look', 'bad', ""y'all"", 'crazy', 'dumb', 'evil', 'shit', 'everyday', '!', '!', ""''""]"
175,1,"""all your comments so far have been retarded you should go somewhere else""","['``', 'comments', 'far', 'retarded', 'go', 'somewhere', 'else', ""''""]"
176,1,"""@voguette - i'll cut to the chase: you're an idiot. granted, duke, ironman, nusholtz, and realityczech  may be dumber, but you are borderline mentally retarded.""","['``', '@', 'voguette', '-', ""'ll"", 'cut', 'chase', ':', ""'re"", 'idiot', '.', 'granted', ',', 'duke', ',', 'ironman', ',', 'nusholtz', ',', 'realityczech', 'may', 'dumber', ',', 'borderline', 'mentally', 'retarded', '.', ""''""]"
177,0,"""damn.....you really must give af""","['``', 'damn', '.....', 'really', 'must', 'give', 'af', ""''""]"
178,0,"""are you a registered massage therapist? ""","['``', 'registered', 'massage', 'therapist', '?', '``']"
179,0,"""crushed that pussy ass nigga gayne ""","['``', 'crushed', 'pussy', 'ass', 'nigga', 'gayne\\xa0', ""''""]"
180,1,"""shut up same tired comments you suck""","['``', 'shut', 'tired', 'comments', 'suck', ""''""]"
181,0,"""you must be a heat fan too, right?""","['``', 'must', 'heat', 'fan', ',', 'right', '?', ""''""]"
182,1,"""and if cameron said he was not backing hunt you would all be saying what a traitorous person he was for not backing his minister. you really are all rather pitiable with your rantings. ""","['``', 'cameron', 'said', 'backing', 'hunt', 'would', 'saying', 'traitorous', 'person', 'backing', 'minister', '.', 'really', 'rather', 'pitiable', 'rantings.', '``']"
183,0,"""i thought, like pot, you couldn't overdose on lsd.  any dose of either could fuck you up depending on your personality and constitution.""","['``', 'thought', ',', 'like', 'pot', ',', 'could', ""n't"", 'overdose', 'lsd', '.', '\\xa0any', 'dose', 'either', 'could', 'fuck', 'depending', 'personality', 'constitution', '.', ""''""]"
184,0,"""i loved his clean cut dick, hoped i am there to suck it and lick and allow him to fuck me... ""","['``', 'loved', 'clean', 'cut', 'dick', ',', 'hoped', 'suck', 'lick', 'allow', 'fuck', '...', '``']"
185,1,"""""the cream of the cream"".... wtf are you talking about kg""","['``', '``', 'cream', 'cream', ""''"", '....', 'wtf', 'talking', 'kg', ""''""]"
186,1,"""don't get out of your cave much, do you.""","['``', ""n't"", 'get', 'cave', 'much', ',', '.', ""''""]"
187,0,"""you are going to be so disappointed.  ""","['``', 'going', 'disappointed.\\xa0', '``']"
188,0,"""no way, your dad is way to cool.""","['``', 'way', ',', 'dad', 'way', 'cool', '.', ""''""]"
189,1,""" you are truly an idiot.  the man pitched a no hitter.  just shut up.""","['``', '\\xa0you', 'truly', 'idiot.\\xa0', 'man', 'pitched', 'hitter.\\xa0', 'shut', '.', ""''""]"
190,1,"""why? are you a hunch back? lol""","['``', '?', 'hunch', 'back', '?', 'lol', ""''""]"
191,0,"""misha, what is you?""","['``', 'misha', ',', '?', ""''""]"
192,1,"""you are a complete idiot robert...peole like you are why this country is losing freedom every daythis moron (potus) is in office...""","['``', 'complete', 'idiot', 'robert', '...', 'peole', 'like', 'country', 'losing', 'freedom', 'every', 'daythis', 'moron', '(', 'potus', ')', 'office', '...', ""''""]"
193,0,"""don't let them get you down brother. ""","['``', ""n't"", 'let', 'get', 'brother.', '``']"
194,0,"""de eso no hay duda chavez... el fraude institucional esta garantizado... la maquinita de los votos... esta completamente ajustada a su favor

noticia seria... si fuera algo diferente... si la oposicion fuera la que ganara

la oposicion venezolana... es completamente ingenua... si piensa que puede ganarle en unas elecciones a chavez... un hombre que tiene el control total de todos los poderes en venezuela.

si quieren que chavez salga del poder.. deben agarrar a chavez con su pijamita transparente... subirlo en un helicoptero... y tirarlo sin paracaida en el orinoco

solo asi... chavez sale del poder

....""","['``', 'de', 'eso', 'hay', 'duda', 'chavez', '...', 'el', 'fraude', 'institucional', 'esta', 'garantizado', '...', 'la', 'maquinita', 'de', 'los', 'votos', '...', 'esta', 'completamente', 'ajustada', 'su', 'favor\\n\\nnoticia', 'seria', '...', 'si', 'fuera', 'algo', 'diferente', '...', 'si', 'la', 'oposicion', 'fuera', 'la', 'que', 'ganara\\n\\nla', 'oposicion', 'venezolana', '...', 'es', 'completamente', 'ingenua', '...', 'si', 'piensa', 'que', 'puede', 'ganarle', 'en', 'unas', 'elecciones', 'chavez', '...', 'un', 'hombre', 'que', 'tiene', 'el', 'control', 'total', 'de', 'todos', 'los', 'poderes', 'en', 'venezuela.\\n\\nsi', 'quieren', 'que', 'chavez', 'salga', 'del', 'poder', '..', 'deben', 'agarrar', 'chavez', 'con', 'su', 'pijamita', 'transparente', '...', 'subirlo', 'en', 'un', 'helicoptero', '...', 'tirarlo', 'sin', 'paracaida', 'en', 'el', 'orinoco\\n\\nsolo', 'asi', '...', 'chavez', 'sale', 'del', 'poder\\n\\n', '....', ""''""]"
195,0,"""there you are! had to unfollow then follow you again to see your pins""","['``', '!', 'unfollow', 'follow', 'see', 'pins', ""''""]"
196,1,"""like if you have a diploma (of any kind).

comment if your getting money with that white (coke) and it's mob (money over bitches) and stop snitchin or making a rap career.""","['``', 'like', 'diploma', '(', 'kind', ')', '.\\n\\ncomment', 'getting', 'money', 'white', '(', 'coke', ')', ""'s"", 'mob', '(', 'money', 'bitches', ')', 'stop', 'snitchin', 'making', 'rap', 'career', '.', ""''""]"
197,0,"""you must be hanging out with gucci ""","['``', 'must', 'hanging', 'gucci', '``']"
198,1,"""jimmy...produce anything of any value that anyone wants or needs and you'll find someone willing to trade with you for something you want or need.   it's very simple.

tip of the day: whining is worthless.""","['``', 'jimmy', '...', 'produce', 'anything', 'value', 'anyone', 'wants', 'needs', ""'ll"", 'find', 'someone', 'willing', 'trade', 'something', 'want', 'need.\\xa0', ""'s"", 'simple.\\n\\ntip', 'day', ':', 'whining', 'worthless', '.', ""''""]"
199,1,"""pathetic. she should be ashamed of herself. if this is what it takes to get attention then she should go get a real life or crawl back under the rock from which she came. ""","['``', 'pathetic', '.', 'ashamed', '.', 'takes', 'get', 'attention', 'go', 'get', 'real', 'life', 'crawl', 'back', 'rock', 'came.\\xa0', ""''""]"
200,0,"""you be nice now. and don't you dare tell me you're a red head!!""","['``', 'nice', '.', ""n't"", 'dare', 'tell', ""'re"", 'red', 'head', '!', '!', ""''""]"
201,1,"""judging by your prior posts listed in your profile, you are a piece of foul white trash. what kind of animals raised you?""","['``', 'judging', 'prior', 'posts', 'listed', 'profile', ',', 'piece', 'foul', 'white', 'trash', '.', 'kind', 'animals', 'raised', '?', ""''""]"
202,1,"""your mom smells like fish""","['``', 'mom', 'smells', 'like', 'fish', ""''""]"
203,1,"""@tttttt5:disqus 

    you're an idiot. where did it say anywhere in this article that he was a crooked cop? oh that's right nowhere..quit being so quick to judge moron.""","['``', '@', 'tttttt5', ':', 'disqus\\xa0\\n\\n\\xa0', '\\xa0', ""'re"", 'idiot', '.', 'say', 'anywhere', 'article', 'crooked', 'cop', '?', 'oh', ""'s"", 'right', 'nowhere', '..', 'quit', 'quick', 'judge', 'moron', '.', ""''""]"
204,0,"""cellular enhancer or signal booster is becoming incredibly popular among cell phone users. it will provide a better cell phone coverage in poor signal areas which is it's main function.""","['``', 'cellular', 'enhancer', 'signal', 'booster', 'becoming', 'incredibly', 'popular', 'among', 'cell', 'phone', 'users', '.', 'provide', 'better', 'cell', 'phone', 'coverage', 'poor', 'signal', 'areas', ""'s"", 'main', 'function', '.', ""''""]"
205,1,"""you are some sad pathetic loser donkey.""","['``', 'sad', 'pathetic', 'loser', 'donkey', '.', ""''""]"
206,1,"""whats a person who makes up stupid handles and trolls internet message boards? - a future star of an episode of hoarders. maybe give away a dozen or 2 of those cats you have in your moms basement""","['``', 'whats', 'person', 'makes', 'stupid', 'handles', 'trolls', 'internet', 'message', 'boards', '?', '-', 'future', 'star', 'episode', 'hoarders', '.', 'maybe', 'give', 'away', 'dozen', '2', 'cats', 'moms', 'basement', ""''""]"
207,0,"""shit man this shit sucks. and it's fucked up because they ain't got anything else to sell""","['``', 'shit', 'man', 'shit', 'sucks', '.', ""'s"", 'fucked', 'ai', ""n't"", 'got', 'anything', 'else', 'sell', ""''""]"
